ObservationIndex,Model,Level,Split,Actual,Predicted,Residual,PeriodKey,Ward,Mesh250m,WardLat,WardLon,MeshLat,MeshLon,Feature,FeatureValue,SHAPValue
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm,0.07757529616355896,0.2994547965845413
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_lag1,-0.06097237765789032,0.05172280324040912
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_ma4q,-0.08529434353113174,0.01810493586526718
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_growth_qoq,0.09681105613708496,0.014259711224440252
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_transaction_count,-0.6908167004585266,-0.0009144915820797905
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_avg_age,-0.056072741746902466,-0.000799287976406049
0,TorchLSTM,Mesh,val,571428.5625,1028880.7153701782,-457452.1528701782,2020-Q1,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_avg_area,-0.25370925664901733,0.0011273396703472827
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm,0.0874682366847992,-0.05442084523383528
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_lag1,0.0804784893989563,0.11527373845456168
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_ma4q,-0.0018167495727539062,0.014766110922209918
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_growth_qoq,-0.02081771194934845,-0.03681334939028602
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_transaction_count,-0.6722590923309326,-0.000466899095044937
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_avg_age,0.05753356218338013,-0.0027697398218151648
1,TorchLSTM,Mesh,val,597435.875,586115.5986785889,11320.276321411133,2020-Q2,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_avg_area,-0.26144853234291077,0.0009396814848514623
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm,0.13766008615493774,-0.009296590498706792
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_lag1,0.08987060189247131,-0.0317829141204129
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_ma4q,0.08737289160490036,0.024556522257626057
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_median_ppsqm_growth_qoq,0.03889356553554535,0.017975177223434002
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_transaction_count,-0.662980318069458,-0.0013047770153207239
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_avg_age,-0.19053509831428528,0.0011020929232472554
2,TorchLSTM,Mesh,val,680000.0,588259.9353790283,91740.06462097168,2020-Q3,Ota Ward,53392546,35.57257078830743,139.7084891796112,35.54051152482738,139.70744848251343,mesh_avg_area,-0.25872430205345154,0.0009416159145985148
3,TorchLSTM,Mesh,val,915909.0625,587987.1845245361,327921.87797546387,2021-Q3,Ota Ward,53392556,35.57257078830743,139.7084891796112,35.54516440060436,139.71125185489655,mesh_median_ppsqm,-0.1419948935508728,-0.020181496678560507
