ObservationIndex,Model,Level,Split,Actual,Predicted,Residual,PeriodKey,Ward,Mesh250m,WardLat,WardLon,MeshLat,MeshLon,Feature,FeatureValue,SHAPValue
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,mesh_median_ppsqm_std4q,66170.8404418753,11124.510490161254
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,mesh_transaction_count,12.0,-2938.477777609747
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,mesh_avg_age,15.5,386.89323992050413
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,mesh_avg_area,85.83333333333333,-1404.8910054799417
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,TimeTrend,28.0,164.31023398825346
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,Ward_encoded,17.0,-913.0633895664942
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,WardHedonicIndex,111.18671494868262,-14.339850222786481
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,WardHedonicIndex_missing,1.0,0.0
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,MeshHedonicIndex,260.8804321367811,5032.937703482316
3,LinearRegression,Mesh,val,673333.3333333333,607840.518464346,65492.814868987305,2020-Q2,Ota Ward,53392595,35.57257078830743,139.7084891796112,35.5796215818403,139.69149470329285,MeshHedonicIndex_missing,1.0,0.0
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_median_ppsqm_lag1,120606.0606060606,65784.03372613959
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_median_ppsqm_lag4,244444.44444444444,-62062.37158618665
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_median_ppsqm_growth_qoq,35.84664393395551,94502.9324355014
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_median_ppsqm_growth_yoy,-32.97483766233766,-35482.3554325883
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_median_ppsqm_ma4q,175474.32346207276,-478469.43801826815
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_median_ppsqm_std4q,65570.58016916849,11253.974225538826
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_transaction_count,16.0,-801.403030257195
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_avg_age,15.166666666666666,459.83329441732053
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,mesh_avg_area,156.25,-826.2418081035994
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,TimeTrend,57.0,2350.0885760306646
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,Ward_encoded,14.0,-217.83745842447445
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,WardHedonicIndex,83.66328606938907,-70.57646914637598
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,WardHedonicIndex_missing,1.0,0.0
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,MeshHedonicIndex,161.63470623759554,283.1207266308104
4,LinearRegression,Mesh,val,163839.2857142857,202538.0623463872,-38698.77663210148,2020-Q3,"Miyagino Ward, Sendai City",57403733,38.27349713042835,140.92021465301514,38.27661350397148,140.92021465301514,MeshHedonicIndex_missing,1.0,0.0
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_median_ppsqm_lag1,483333.3333333333,18527.75527717806
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_median_ppsqm_lag4,512857.1428571429,-16341.11945053215
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_median_ppsqm_growth_qoq,-32.48638838475498,-98966.73232065066
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_median_ppsqm_growth_yoy,-36.37296584078581,-39141.66530093378
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_median_ppsqm_ma4q,417765.31846858526,-219762.79725368912
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_median_ppsqm_std4q,67172.32525515757,10908.51091339941
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_transaction_count,5.0,-6678.358585476654
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_avg_age,13.333333333333334,861.0035941500773
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,mesh_avg_area,116.0,-1156.9963197401094
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,TimeTrend,46.0,1521.0002393937493
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,Ward_encoded,18.0,-1144.8053666138258
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,WardHedonicIndex,120.48402141004289,4.6566593608104085
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,WardHedonicIndex_missing,1.0,0.0
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,MeshHedonicIndex,194.8256986867313,1871.6137119467376
5,LinearRegression,Mesh,val,326315.7894736842,256336.36896289664,69979.42051078758,2020-Q2,Setagaya Ward,53393466,35.64339082487774,139.64194893836975,35.63663339750585,139.58710312843323,MeshHedonicIndex_missing,1.0,0.0
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_median_ppsqm_lag1,663636.3636363636,-4962.207694528253
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_median_ppsqm_lag4,678260.8695652174,11833.648500904692
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_median_ppsqm_growth_qoq,40.639269406392685,108072.17723543278
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_median_ppsqm_growth_yoy,37.60683760683759,40524.25976072054
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_median_ppsqm_ma4q,671602.9068970245,51272.739169520486
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_median_ppsqm_std4q,219338.41441062596,-21910.569734800512
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_transaction_count,22.0,2404.2090907713973
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_avg_age,18.33333333333333,-233.097223302957
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,mesh_avg_area,146.36363636363637,-907.4830348467985
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,TimeTrend,61.0,2651.575243898322
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,Ward_encoded,18.0,-1144.8053666141022
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,WardHedonicIndex,112.54831053850786,-11.557801058806945
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,WardHedonicIndex_missing,1.0,0.0
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,MeshHedonicIndex,186.6690538461959,1481.2435495372301
6,LinearRegression,Mesh,val,933333.3333333333,794904.4348607397,138428.89847259352,2021-Q4,Setagaya Ward,53393513,35.64339082487774,139.64194893836975,35.596739860889826,139.6672797203064,MeshHedonicIndex_missing,1.0,0.0
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_median_ppsqm_lag1,166624.04092071613,59788.78976486386
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_median_ppsqm_lag4,206250.0,-68568.38950170529
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_median_ppsqm_growth_qoq,-32.21689840262366,-98203.73184007904
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_median_ppsqm_growth_yoy,-45.239785239785235,-48689.992504533635
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_median_ppsqm_ma4q,144265.20655704776,-511793.02809024387
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_median_ppsqm_std4q,39552.311274884894,16865.577112273997
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_transaction_count,6.0,-6144.089898638624
7,LinearRegression,Mesh,val,112942.94294294294,-51471.73247455753,164414.6754175005,2020-Q1,"Miyagino Ward, Sendai City",57403740,38.27349713042835,140.92021465301514,38.28849660900434,140.87849020957947,mesh_avg_age,19.8,-554.0334630891222
